cod_interno,titulo,precio_base_archivo,precio_lista_firestore,precio_mayorista_old,precio_mayorista_new,precio_negocio_old,precio_negocio_new,precio_persona_natural_old,precio_persona_natural_new,precio_nuevos_old,precio_nuevos_new,es_excepcion_KQ,estado
"KG200","Esmalte Galón Rojo",34230.8,34231,44500,44500,46212,46212,47923,47923,49635,49635,NO,actualizado
"KG114","Esmalte Galón Azul Español",30502,30502,39653,39653,41178,41178,42703,42703,44228,44228,NO,sin_cambio_base
"KG109","Esmalte Galón Azul Claro",30502,30502,39653,39653,41178,41178,42703,42703,44228,44228,NO,sin_cambio_base
"KG100","Esmalte Galón Azul Oscuro",30502,30502,39653,39653,41178,41178,42703,42703,44228,44228,NO,sin_cambio_base
"KG06","Esmalte Galón Ocre",30502,30502,39653,39653,41178,41178,42703,42703,44228,44228,NO,sin_cambio_base
"KG01","Esmalte Galón Amarillo",34230.8,34231,44500,44500,46212,46212,47923,47923,49635,49635,NO,actualizado
"KD907","Esmalte 1/16 Caoba",3957.6,3958,5145,5145,5343,5343,5541,5541,5739,5739,NO,actualizado
"KD904","Esmalte 1/16 Tabaco",3957.6,3958,5145,5145,5343,5343,5541,5541,5739,5739,NO,actualizado
"KD901","Esmalte 1/16 Aluminio",3957.6,3958,5145,5145,5343,5343,5541,5541,5739,5739,NO,actualizado
"KD700","Esmalte 1/16 Naranja",4461.2,4461,5799,5800,6022,6023,6245,6246,6468,6469,NO,actualizado
"KD626","Esmalte 1/16 Verde Maquina",3957.6,3958,5145,5145,5343,5343,5541,5541,5739,5739,NO,actualizado
"KD612","Esmalte 1/16 Verde Esmeralda",3957.6,3958,5145,5145,5343,5343,5541,5541,5739,5739,NO,actualizado
"KD611","Esmalte 1/16 Verde Pino",3957.6,3958,5145,5145,5343,5343,5541,5541,5739,5739,NO,actualizado
"KD500","Esmalte 1/16 Gris",3957.6,3958,5145,5145,5343,5343,5541,5541,5739,5739,NO,actualizado
"KD401","Esmalte 1/16 Negro Mate",3957.6,3958,5145,5145,5343,5343,5541,5541,5739,5739,NO,actualizado
"KD400","Esmalte 1/16 Negro",3957.6,3958,5145,5145,5343,5343,5541,5541,5739,5739,NO,actualizado
"KD309","Esmalte 1/16 Blanco Mate",3957.6,3958,5145,5145,5343,5343,5541,5541,5739,5739,NO,actualizado
"KD304","Esmalte 1/16 Crema",3957.6,3958,5145,5145,5343,5343,5541,5541,5739,5739,NO,actualizado
"KD300","Esmalte 1/16 Blanco",3957.6,3958,5145,5145,5343,5343,5541,5541,5739,5739,NO,actualizado
"KD207","Esmalte 1/16 Vinotinto",4461.2,4461,5799,5800,6022,6023,6245,6246,6468,6469,NO,actualizado
"KD201","Esmalte 1/16 Rojo Colonial",3957.6,3958,5145,5145,5343,5343,5541,5541,5739,5739,NO,actualizado
"KD200","Esmalte 1/16 Rojo",4461.2,4461,5799,5800,6022,6023,6245,6246,6468,6469,NO,actualizado
"KD114","Esmalte 1/16 Azul Español",3957.6,3958,5145,5145,5343,5343,5541,5541,5739,5739,NO,actualizado
"KD109","Esmalte 1/16 Azul Claro",3957.6,3958,5145,5145,5343,5343,5541,5541,5739,5739,NO,actualizado
"KD100","Esmalte 1/16 Azul Oscuro",3957.6,3958,5145,5145,5343,5343,5541,5541,5739,5739,NO,actualizado
"KD06","Esmalte 1/16 Ocre",3957.6,3958,5145,5145,5343,5343,5541,5541,5739,5739,NO,actualizado
"KD01","Esmalte 1/16 Amarillo",4461.2,4461,5799,5800,6022,6023,6245,6246,6468,6469,NO,actualizado
"JX915","Vinilo Acrilico Aaa 1/4 Tiramisu",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX907","Vinilo Acrílico Aaa 1/4 Caoba",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX801","Vinilo Acrilico Aaa 1/4 Morado",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX800","Vinilo Acrílico Aaa 1/4 Violeta",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX709","Vinilo Acrilico Aaa 1/4 Naranja Teja",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX704","Vinilo Acrilico Aaa 1/4 Melon",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX701","Vinilo Acrilico Aaa 1/4 Naranja Tropical",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX700","Vinilo Acrílico Aaa 1/4 Naranja",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX611","Vinilo Acrílico Aaa 1/4 Verde Pino",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX605","Vinilo Acrílico Aaa 1/4 Verde Ensueño",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX604","Vinilo Acrilico Aaa 1/4 Verde Jamaiquino",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX603","Vinilo Acrilico Aaa 1/4 Verde Primaveral",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX601","Vinilo Acrílico Aaa 1/4 Verde Oscuro",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX502","Vinilo Acrílico Aaa 1/4 Gris Basalto",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX501","Vinilo Acrílico Aaa 1/4 Gris Nube",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX400","Vinilo Acrílico Aaa 1/4 Negro",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX300","Vinilo Acrílico Aaa 1/4 Blanco",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX208","Vinilo Acrilico Aaa 1/4 Rojo Emocion",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX202","Vinilo Acrilico Aaa 1/4 Mora",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX200","Vinilo Acrilico Aaa 1/4 Rojo",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX108","Vinilo Acrilico Aaa 1/4 Azul Teja",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX100","Vinilo Acrílico Aaa 1/4 Azul",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX07","Vinilo Tipo Aaa  1/4 Trigo",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX06","Vinilo Acrilico Aaa 1/4 Ocre",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX03","Vinilo Acrílico Aaa 1/4 Amarillo Fusion",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JX01","Vinilo Acrílico Aaa 1/4 Amarillo",12135.2,12135,15776,15776,16382,16383,16989,16989,17596,17596,NO,actualizado
"JT305","Vinilo Acrílico Aaa  Tambor Blanco Manzana",2069734,2069734,2690654,2690654,2794141,2794141,2897628,2897628,3001114,3001114,NO,sin_cambio_base
"JG916","Vinilo Acrílico Aaa Galón Cipres",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG906","Vinilo Acrílico Aaa Galón Castaño",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG900","Vinilo Acrílico Aaa Galón Champaña",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG803","Vinilo Acrílico Aaa Galón Uva",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG802","Vinilo Acrílico Aaa Galón Lila",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG801","Vinilo Acrílico Aaa Galón Morado",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG800","Vinilo Acrílico Aaa Galón Violeta",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG709","Vinilo Acrílico Aaa Galón Naranja Teja",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG708","Vinilo Acrílico Aaa Galón Thai",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG707","Vinilo Acrílico Aaa Galón Poma Rosa",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG706","Vinilo Acrílico Aaa Galón Palo De Rosa",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG705","Vinilo Acrílico Aaa Galón Curuba",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG704","Vinilo Acrílico Aaa Galón Melon",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG703","Vinilo Acrílico Aaa Galón Mandarina Tropical",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG702","Vinilo Acrílico Aaa Galón Naranja Chic",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG701","Vinilo Acrílico Aaa Galón Naranja Tropical",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG700","Vinilo Acrílico Aaa Galón Naranja",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG620","Vinilo Acrilico Aaa Galón Verde Amazonas",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG619","Vinilo Acrílico Aaa Galón Verde Tropical",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG618","Vinilo Acrílico Aaa Galón Verde Teja",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG617","Vinilo Acrílico Aaa Galón Verde Aceituna",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG616","Vinilo Acrílico Aaa Galón Verde Navidad",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG615","Vinilo Acrílico Aaa Galón Menta Fresca",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG611","Vinilo Acrílico Aaa Galón Verde Pino",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG610","Vinilo Acrílico Aaa Galón Verde Manzana",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG609","Vinilo Acrílico Aaa Galón Verde Seda",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG608","Vinilo Acrílico Aaa Galón Verde Agua",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG607","Vinilo Acrílico Aaa Galón Verde Chartreuse",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG606","Vinilo Acrílico Aaa Galón  Verde Cariñoso",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG605","Vinilo Acrílico Aaa Galón Verde Ensueño",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG604","Vinilo Acrílico Aaa Galón Verde Jamaiquino",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG603","Vinilo Acrílico Aaa Galón Verde Primaveral",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG602","Vinilo Acrílico Aaa Galón Verde Claro",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG601","Vinilo Acrílico Aaa Galón Verde Oscuro",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG511","Vinilo Acrílico Aaa Galón Gris Bajo Cero",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG502","Vinilo Acrílico Aaa Galón Gris Basalto",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG501","Vinilo Acrílico Aaa Galón Gris Nube",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG400","Vinilo Acrílico Aaa Galón Negro",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG305","Vinilo Acrílico Aaa Galón Blanco Manzana",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG304","Vinilo Acrílico Aaa Galón Crema",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG303","Vinilo Acrílico Aaa Galón Blanco Hueso",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG302","Vinilo Acrílico Aaa Galón Blanco Ostra",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG301","Vinilo Acrílico Aaa Galón Blanco Almendra",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG300","Vinilo Acrílico Aaa Galón Blanco",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG216","Vinilo Acrílico Aaa Galón Rojo Ladrillo",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG215","Vinilo Acrílico Aaa Galón Magenta",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG209","Vinilo Acrílico Aaa Galón Rojo Teja",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG208","Vinilo Acrílico Aaa Galón Rojo Emocion",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG207","Vinilo Acrílico Aaa Galón Vinotinto",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG204","Vinilo Acrílico Aaa Galón Terracota",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG203","Vinilo Acrílico Aaa Galón Arrecife",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG202","Vinilo Acrílico Aaa Galón Mora",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG201","Vinilo Acrílico Aaa Galón Rojo Colonial",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG200","Vinilo Acrílico Aaa Galón Rojo",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG12","Vinilo Acrílico Aaa Galón  Amarillo Otoñal",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG108","Vinilo Acrílico Aaa Galón Azul Teja",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG107","Vinilo Acrílico Aaa Galón Agua Marina",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG106","Vinilo Acrílico Aaa Galón Azul Cielo",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG105","Vinilo Acrílico Aaa Galón Azul Porcelana",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG104","Vinilo Acrílico Aaa Galón Azul Celeste",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG103","Vinilo Acrílico Aaa Galón  Azul Nordico",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG102","Vinilo Acrílico Aaa Galón Azul Pacifico",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG101","Vinilo Acrílico Aaa Galón Azul Milano",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG100","Vinilo Acrílico Aaa Galón Azul",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG07","Vinilo Acrílico Aaa Galón Trigo",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG06","Vinilo Acrílico Aaa Galón Ocre",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG05","Vinilo Acrílico Aaa Galón Camelia",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG04","Vinilo Acrílico Aaa Galón Amarillo Oro",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG03","Vinilo Acrílico Aaa Galón Amarillo Fusion",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG02","Vinilo Acrílico Aaa Galón Amarillo Limon",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JG01","Vinilo Acrílico Aaa Galón Amarillo",41082.4,41082,53407,53407,55461,55461,57515,57515,59569,59569,NO,actualizado
"JC916","Vinilo Acrílico Aaa  Cuñete Cipres",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC915","Vinilo Acrílico Aaa   Cuñete Tiramisu",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC914","Vinilo Acrilico Aaa Cuñete Taupe Sw7038",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC906","Vinilo Acrílico Aaa  Cuñete Castaño",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC900","Vinilo Acrílico Aaa  Cuñete Champaña",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC803","Vinilo Acrílico Aaa  Cuñete Uva",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC802","Vinilo Acrílico Aaa  Cuñete  Lila",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC801","Vinilo Acrílico Aaa  Cuñete Morado",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC800","Vinilo Acrílico Aaa  Cuñete Violeta",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC709","Vinilo Acrílico Aaa Cuñete Naranja Teja",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC708","Vinilo Acrílico Aaa  Cuñete Thai",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC707","Vinilo Acrílico Aaa  Cuñete Pomarosa",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC706","Vinilo Acrílico Aaa  Cuñete Palo De Rosa",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC705","Vinilo Acrílico Aaa  Cuñete Curuba",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC704","Vinilo Acrílico Aaa Cuñete Melon",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC703","Vinilo Acrílico Aaa  Cuñete Mandarina Tropical",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC702","Vinilo Acrílico Aaa  Cuñete Naranja Chic",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC701","Vinilo Acrílico Aaa  Cuñete Naranaja Tropical",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC700","Vinilo Acrílico Aaa   Cuñete Naranja",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC626","Vinilo Acrílico Aaa  Cuñete Musgo",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC620","Vinilo Acrilico Aaa Cuñete Verde Amazonas",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC619","Vinilo Acrílico Aaa  Cuñete Verde Tropical",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC618","Vinilo Acrílico Aaa  Cuñete Verde Teja",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC617","Vinilo Acrílico Aaa  Cuñete Verde Aceituna",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC616","Vinilo Acrílico Aaa  Cuñete Verde Navidad",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC615","Vinilo Acrílico Aaa  Cuñete Menta Fresca",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC611","Vinilo Acrílico Aaa  Cuñete Verde Pìno",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC610","Vinilo Acrílico Aaa  Cuñete Verde Manzana",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC609","Vinilo Acrílico Aaa  Cuñete Verde Seda",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC608","Vinilo Acrílico Aaa  Cuñete Verde Agua",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC607","Vinilo Acrílico Aaa  Cuñete Verde Chartreuse",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC606","Vinilo Acrílico Aaa  Cuñete Verde Cariñoso",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC605","Vinilo Acrílico Aaa  Cuñete Verde Ensueño",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC604","Vinilo Acrílico Aaa  Cuñete Verde Jaimaquino",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC603","Vinilo Acrílico Aaa  Cuñete Verde Primaveral",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC602","Vinilo Acrílico Aaa  Cuñete Verde Claro",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC601","Vinilo Acrílico Aaa  Cuñete Verde Oscuro",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC512","Vinilo Acrílico Aaa Cuñete Gris Cuarzo",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC508","Vinilo Acrilico Aaa Cuñete Vc6002 Essential Gray",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC505","Vinilo Acrílico Aaa Cuñete Gris Merengo",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
"JC502","Vinilo Acrílico Aaa  Cuñete Gris Basalto",198222.4,198222,257689,257689,267600,267600,277511,277511,287422,287422,NO,actualizado
